#PageRankData 0
# PageRank computation data result
# Copyright (C) 2012 Hitoshi Yamauchi
#
# result_index pagerank sorted_permulation_index
#
2980 0.000732766 1893
2989 0.000344778 822
2993 0.000465114 405
2997 4.02744e-05 296
3000 0.000841842 1043
3003 3.08538e-05 1351
3004 0.0001909 1502
3005 0.000719908 1211
3012 4.96154e-05 470
3015 0.00087471 1413
3016 4.98435e-05 1390
3017 0.000508954 1109
3018 3.2583e-05 311
3019 3.2583e-05 1569
3025 2.24746e-05 625
3029 0.000524072 1864
3030 0.000325739 1095
3031 0.00012711 406
3034 5.20927e-05 1883
3037 0.00042548 1884
3041 0.000133594 1874
3044 0.000726914 1875
3053 0.000306801 1734
3054 0.00101475 1735
3063 0.00180811 1816
3072 5.76831e-05 1587
3073 0.000148001 1643
3077 0.00046177 1642
3078 0.000228703 1522
3081 0.000217817 1523
3088 0.000251321 1909
3093 0.000133616 1954
3095 0.000178736 1427
3100 0.000133995 1428
3102 0.000102246 1419
3104 0.000133616 1420
3106 0.000250297 1575
3112 0.000143428 1406
3113 0.000575548 1407
3118 4.51366e-05 985
3125 0.000133616 1400
3128 0.000210575 1741
3129 0.000432632 1398
3130 4.48736e-05 1609
3137 0.000130655 1259
3138 0.000164744 880
3139 3.90931e-05 1178
3140 0.000134958 1032
3141 0.00012871 1979
3142 0.00146336 1682
3143 3.5009e-05 893
3146 2.07196e-05 630
3147 4.2875e-05 1246
3148 2.14104e-05 1247
3151 0.00150498 1196
3152 3.62866e-05 1097
3155 0.0018809 1187
3156 0.000124989 1052
3158 0.000262168 1803
3163 0.00141789 1613
3165 0.000122654 1479
3167 0.000370949 1489
3169 0.000444917 1164
3170 0.000474739 1409
3173 2.12094e-05 913
3175 0.000395099 1036
3177 0.000536773 1037
3187 0.0002533 562
3189 0.000103092 443
3194 0.000222996 571
3200 1.9017e-05 614
3201 7.64262e-05 202
3204 9.95536e-05 931
3212 0.00118728 932
3216 0.000168882 905
3217 0.00216321 906
3218 0.000705462 1008
3220 0.000706378 733
3223 0.000677336 834
3225 3.06766e-05 833
3228 6.35911e-05 1102
3231 0.000606827 424
3232 0.000229326 1093
3233 0.00421432 321
3237 0.00023656 744
3239 6.54383e-05 836
3242 5.81499e-05 481
3243 0.000200237 308
3245 0.000725209 515
3248 4.50075e-05 516
3249 7.43018e-05 388
3251 0.000738752 387
3253 0.000195207 1082
3264 0.000155717 1814
3266 0.000290208 1308
3269 0.00107087 1873
