#PageRankData 0
# PageRank computation data result
# Copyright (C) 2012 Hitoshi Yamauchi
#
# result_index pagerank sorted_permulation_index
#
834 8.40669e-05 378
835 0.00269073 240
836 7.37992e-05 357
837 0.0084911 534
838 3.60074e-05 526
839 0.000981854 257
840 0.00613422 57
841 0.00603383 159
843 0.00742272 82
844 0.00131779 34
845 0.00266596 429
847 0.00644839 418
848 0.000431467 578
850 0.00123132 196
851 0.00676143 388
852 3.18702e-05 374
853 0.0010578 569
855 0.000515724 333
856 0.000149084 366
858 0.000716741 448
861 0.0019898 525
862 0.00603383 425
863 0.00728313 346
867 0.00681851 551
868 0.000125166 464
872 5.96947e-05 370
874 0.000543436 545
875 0.00814129 169
876 0.000608119 473
878 6.69183e-05 148
879 9.66076e-05 72
881 0.000110704 493
882 0.000187374 391
883 0.00716551 619
884 0.00603442 104
885 0.00017545 307
886 0.000423263 580
887 0.000254512 100
888 8.36039e-05 124
889 0.000110921 41
891 0.00766957 495
893 2.85324e-05 533
894 0.00598431 40
895 0.00262611 435
899 0.0023833 154
900 0.00624923 442
901 5.56253e-05 423
902 0.000394699 622
903 0.000134686 145
908 0.000135359 167
910 9.33232e-05 43
911 0.00042662 16
912 0.000683162 412
913 0.00613421 497
915 0.000993181 161
916 0.000372985 49
918 9.55606e-05 166
919 0.000460749 229
920 0.00131263 263
921 6.48801e-05 449
922 0.000695177 489
924 0.00269054 349
925 0.008953 362
926 0.00117181 191
927 0.000248674 79
928 0.000177297 524
929 3.7098e-05 112
930 0.000156097 12
931 0.000169157 439
932 0.00115557 315
933 0.00603383 433
935 0.00606974 554
936 0.00637837 195
939 0.00228832 218
941 0.000102345 626
942 0.000520404 520
946 0.000690732 103
950 0.000243701 452
954 0.00767427 483
955 0.000372586 541
956 1.80684e-05 286
957 0.000791192 430
958 0.000979436 18
959 0.00010433 190
960 0.00286062 204
961 8.58942e-05 220
962 0.000211123 359
963 0.000843669 608
964 0.000344533 285
965 0.000139916 235
968 0.000433588 324
969 0.00217021 208
970 0.000125132 327
971 0.00102818 407
972 0.000643698 227
973 0.000220873 438
977 0.0030737 454
978 0.000512161 102
979 0.000901295 221
983 0.00147691 301
985 0.000981854 491
986 0.000216979 8
988 0.000137279 482
989 0.00603383 462
990 0.000163372 386
991 0.00728923 387
992 0.000118562 451
994 0.000207566 19
995 0.000513841 561
997 0.000584986 153
998 0.00102946 302
999 0.00153493 499
1000 0.000275709 468
1001 4.99348e-05 188
1002 0.000254384 9
1004 0.00250106 510
1006 0.006035 241
1008 0.000166686 297
1009 0.00240971 369
1011 0.00603383 245
1013 0.000185075 251
1014 0.000245289 461
1015 0.00709375 536
1016 0.000177722 244
1018 8.63157e-05 211
1020 0.00610514 270
1022 0.000159853 353
1023 7.74937e-05 434
1026 0.000236481 156
1030 0.000113423 22
1031 0.000409963 149
1032 6.1297e-05 358
1034 0.00608882 575
